Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,Price to Earning,Debt to equity,Return on equity,Sales growth 5Years,Profit growth 5Years,Promoter holding,Change in promoter holding 3Years,Pledged percentage,Dividend yield,Price to book value
Urja Global,526987,URJA,INE550C01020,Electrical Equipment,Other Electrical Equipment,9.93,521.77,404.49,0.05,0.73,-16.29,2.55,18.35,-11.83,0.00,0.00,2.96
Usha Martin,517146,USHAMART,INE228A01035,Industrial Products,Iron & Steel Products,432.80,13189.20,29.44,0.09,15.83,10.03,-0.10,40.52,-7.38,0.00,0.70,4.49
UTI AMC,543238,UTIAMC,INE094J01016,Capital Markets,Asset Management Company,957.55,12306.55,17.19,0.00,17.50,11.75,16.15,0.00,0.00,0.00,2.69,3.41
Utkarsh Small F.,543942,UTKARSHBNK,INE735W01017,Banks,Other Bank,13.01,2315.16,,9.98,0.79,23.55,-33.88,42.67,,0.00,0.00,1.00
Utssav CZ Gold,,UTSSAV,INE06IJ01010,Consumer Durables,"Gems, Jewellery And Watches",218.00,526.42,11.80,0.88,31.50,40.64,65.27,69.57,,0.00,0.00,3.12
Uttam Sug.Mills,532729,UTTAMSUGAR,INE786F01031,Agricultural Food & other Products,Sugar,243.15,927.35,8.07,0.29,12.41,1.74,12.39,74.39,1.45,0.00,1.01,1.21
V I P Inds.,507880,VIPIND,INE054A01027,Consumer Durables,Plastic Products - Consumer,320.00,4545.65,,1.68,-12.10,4.91,,42.35,-8.97,0.00,0.00,9.79
V-Guard Industri,532953,VGUARD,INE951I01027,Consumer Durables,Household Appliances,328.45,14346.90,56.10,0.03,13.58,16.42,6.61,53.28,-2.57,0.00,0.46,6.92
V-Marc India,,VMARCIND,INE0GXK01018,Industrial Products,Cables - Electricals,754.60,1842.77,30.11,1.07,24.34,39.43,48.91,64.87,-5.09,43.15,0.00,8.15
V-Mart Retail,534976,VMART,INE665J01013,Retailing,Diversified Retail,624.30,4960.55,41.86,0.95,3.08,14.38,-13.01,44.15,-1.64,0.00,0.00,5.85
V2 Retail,532867,V2RETAIL,INE945H01021,Retailing,Speciality Retail,197.70,7208.89,55.51,3.39,23.28,21.86,84.15,51.44,-2.12,1.79,0.00,18.63
Va Tech Wabag,533269,WABAG,INE956G01038,Other Utilities,Water Supply & Management,1325.10,8256.64,23.89,0.10,14.60,5.19,25.97,19.09,-0.04,0.00,0.30,3.53
Vadilal Enterp.,519152,,INE693D01018,Food Products,Dairy Products,9800.00,842.80,142.60,1.10,20.48,13.60,55.18,51.27,0.01,0.00,0.02,16.21
Vadilal Inds.,519156,VADILALIND,INE694D01016,Food Products,Dairy Products,4553.30,3273.83,26.81,0.26,24.00,15.62,29.24,64.73,0.00,7.57,0.46,4.16
Vaibhav Global,532156,VAIBHAVGBL,INE884A01027,Consumer Durables,"Gems, Jewellery And Watches",209.80,3505.09,16.77,0.16,11.72,11.21,-4.19,57.11,-0.80,0.00,2.85,2.42
Vakrangee,511431,VAKRANGEE,INE051B01021,IT - Services,IT Enabled Services,6.43,696.49,59.60,0.02,3.65,-17.94,-37.05,40.05,-2.55,0.00,0.00,3.32
Valiant Commun.,526775,,INE760B01019,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,989.45,1132.14,55.87,0.03,16.14,20.91,109.26,40.62,-5.76,0.00,0.10,15.78
Valiant Organics,540145,VALIANTORG,INE565V01010,Chemicals & Petrochemicals,Specialty Chemicals,263.55,738.46,40.68,0.32,-0.51,1.27,,37.89,-0.52,0.00,0.00,1.01
Valor Estate,533160,DBREALTY,INE879I01012,Leisure Services,Hotels & Resorts,99.25,5383.40,98.47,0.25,-2.54,46.28,11.01,47.45,-10.69,29.08,0.00,1.34
Vardhman Hold.,500439,VHL,INE701A01023,Finance,Investment Company,3348.00,1068.02,4.60,0.00,7.55,12.86,10.07,74.90,0.00,0.00,0.15,0.29
Vardhman Special,534392,VSSL,INE050M01012,Industrial Products,Iron & Steel Products,239.70,2317.55,21.52,0.06,12.14,15.83,115.74,51.10,-9.71,0.00,1.25,1.92
Vardhman Textile,502986,VTL,INE825A01020,Textiles & Apparels,Other Textile Products,555.95,16082.56,20.17,0.15,8.95,7.76,8.16,64.44,0.58,0.00,0.90,1.60
Varroc Engineer,541578,VARROC,INE665L01035,Auto Components,Auto Components & Equipments,505.25,7719.48,30.98,0.54,7.37,-6.02,297.61,75.00,0.00,0.00,0.20,4.63
Varun Beverages,540180,VBL,INE200M01039,Beverages,Other Beverages,426.80,144347.78,49.21,0.13,16.21,27.44,50.22,59.44,-4.45,0.04,0.36,7.41
Vasa Denticity,,DENTALKART,INE0N5801013,Healthcare Equipment & Supplies,Medical Equipment & Supplies,364.95,632.96,46.09,0.00,16.39,51.31,183.46,60.75,,0.00,0.00,3.71
Vascon Engineers,533156,VASCONEQ,INE893I01013,Realty,"Residential, Commercial Projects",35.10,813.24,10.63,0.24,6.59,15.64,12.51,30.78,-1.42,0.00,0.00,0.70
Vedant Fashions,543463,MANYAVAR,INE825V01034,Retailing,Speciality Retail,399.10,9697.04,26.74,0.27,22.26,8.66,9.41,74.94,-9.95,0.00,2.03,5.63
Vedanta,500295,VEDL,INE205A01025,Diversified Metals,Diversified Metals,733.55,286846.52,26.09,2.12,38.48,12.62,1.95,56.38,-13.30,0.00,5.93,7.15
Veedol Corporat,590005,VEEDOL,INE484C01030,Petroleum Products,Lubricants,1386.00,2414.97,12.48,0.02,19.75,8.40,7.17,64.58,7.30,0.00,3.88,2.44
Veefin Solutions,543931,,INE0Q0M01015,IT - Services,IT Enabled Services,289.00,738.09,43.36,0.22,4.58,,,34.73,,66.01,0.00,1.35
Venky's (India),523261,VENKEYS,INE398A01010,Food Products,Meat Products including Poultry,1443.45,2033.49,39.76,0.13,8.21,0.28,44.05,56.11,0.00,0.00,0.70,1.43
Ventive Hospital,544321,VENTIVE,INE781S01027,Leisure Services,Hotels & Resorts,597.50,13954.14,42.84,0.52,4.75,,,88.98,,4.70,0.00,2.80
Venus Pipes,543528,VENUSPIPES,INE0JA001018,Industrial Products,Iron & Steel Products,1196.05,2477.80,24.62,0.36,19.78,40.07,86.31,48.41,0.21,0.00,0.09,4.60
Venus Remedies,526953,VENUSREM,INE411B01019,Pharmaceuticals & Biotechnology,Pharmaceuticals,980.00,1309.98,17.16,0.02,7.16,13.79,69.34,41.76,0.00,0.00,0.00,2.20
Veranda Learning,543514,VERANDA,INE0IQ001011,Other Consumer Services,E-Learning,154.00,1481.06,56.64,0.42,-78.00,,,33.96,-25.71,21.73,0.00,1.74
Vertis Infra.,,VERTIS,INE0KXY23015,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",106.00,16005.83,26.40,1.60,8.64,,,57.76,-32.23,0.00,5.66,2.29
Vesuvius India,520113,VESUVIUS,INE386A01023,Industrial Products,Electrodes & Refractories,462.20,9380.85,35.55,0.01,17.07,21.60,37.86,55.57,0.00,0.00,0.32,5.64
Viceroy Hotels,523796,VHLTD,INE048C01025,Leisure Services,Hotels & Resorts,138.00,932.58,11.51,0.21,49.71,2.32,45.79,84.11,70.69,0.00,0.00,3.82
Vidhi Specialty,531717,VIDHIING,INE632C01026,Chemicals & Petrochemicals,Specialty Chemicals,320.00,1598.25,33.35,0.19,14.94,11.22,5.04,64.27,0.00,0.00,1.58,5.14
Vidya Wires,544633,VIDYAWIRES,INE14UN01029,Industrial Products,"Aluminium, Copper & Zinc Products",60.86,1294.45,28.11,0.79,28.01,25.15,41.84,72.80,,0.00,0.00,6.85
Vijaya Diagnost.,543350,VIJAYA,INE043W01024,Healthcare Services,Healthcare Service Provider,977.70,10060.21,62.74,0.42,19.00,15.00,18.97,52.51,-2.50,1.48,0.21,11.63
Vikram Solar,544488,VIKRAMSOLR,INE078V01014,Electrical Equipment,Other Electrical Equipment,197.95,7172.33,15.75,0.09,16.57,15.86,46.46,63.02,-30.06,48.20,0.00,2.38
Vikram Thermo,530477,,INE337E01010,Chemicals & Petrochemicals,Commodity Chemicals,165.05,517.56,15.19,0.02,6.53,17.71,1.24,66.01,0.43,0.00,0.60,3.78
Vikran Engg.,544496,VIKRAN,INE01R501028,Construction,Civil Construction,66.53,1715.88,23.14,0.27,20.49,15.72,17.79,56.17,,0.00,0.00,1.46
Vilas Transcore,,VILAS,INE0AZY01017,Industrial Products,Other Industrial Products,412.00,1008.59,22.44,0.03,15.14,16.87,56.57,73.21,,0.00,0.00,3.22
Vimta Labs,524394,VIMTALABS,INE579C01029,Healthcare Services,"Healthcare Research, Analytics & Technology",442.65,1977.32,26.07,0.02,19.43,13.74,58.03,35.90,-1.35,0.00,0.23,4.75
Vinati Organics,524200,VINATIORGA,INE410B01037,Chemicals & Petrochemicals,Specialty Chemicals,1286.45,13336.03,27.90,0.00,15.75,16.92,4.46,74.29,0.23,1.07,0.58,4.50
Vindhya Telelink,517015,VINDHYATEL,INE707A01012,Telecom - Services,Telecom - Infrastructure,1167.45,1383.40,6.12,0.33,5.03,16.58,-3.11,43.54,0.00,0.00,1.41,0.33
Vintage Coffee,538920,VINCOFE,INE498Q01014,Commercial Services & Supplies,Trading & Distributors,138.20,1996.13,29.87,0.17,17.05,,,34.65,-35.25,25.95,0.07,3.81
Vinyas Innovativ,,VINYAS,INE0OLS01010,Industrial Manufacturing,Industrial Products,955.00,1201.85,55.25,0.60,14.12,21.52,71.21,29.39,,0.00,0.00,5.60
Virat Industries,530521,,INE467D01017,Textiles & Apparels,Garments & Apparels,460.80,669.25,164.84,0.00,3.46,3.70,-9.47,74.55,47.36,0.00,0.00,5.21
Virtuoso Optoel.,543597,,INE0I0T01010,Consumer Durables,Diversified consumer products,291.30,927.30,72.58,0.58,5.75,59.18,58.56,49.74,-23.77,0.00,0.00,2.57
Visaka Industrie,509055,VISAKAIND,INE392A01021,Cement & Cement Products,Cement & Cement Products,61.48,531.22,17.43,0.53,-0.25,8.00,,53.24,4.82,0.00,0.82,0.67
Vishal Fabrics,538598,VISHAL,INE755Q01025,Textiles & Apparels,Garments & Apparels,21.63,535.56,18.11,0.41,5.38,3.22,-4.56,55.06,-13.93,19.14,0.00,0.88
Vishal Mega Mart,544307,VMM,INE01EA01019,Retailing,Diversified Retail,115.00,53742.10,68.34,0.27,10.13,15.15,71.61,54.09,,0.00,0.00,7.79
Vishnu Chemicals,516072,VISHNU,INE270I01022,Chemicals & Petrochemicals,Specialty Chemicals,516.00,3473.47,25.22,0.42,15.54,16.52,41.60,69.21,-5.79,0.00,0.06,3.45
Vision Infra,,VIESL,INE0TR001017,Commercial Services & Supplies,Diversified Commercial Services,276.55,681.49,16.63,1.61,33.12,,,70.26,,0.00,0.18,3.68
Viviana Power,,VIVIANA,INE0MEG01014,Construction,Civil Construction,747.00,756.31,26.44,0.93,46.53,,,70.28,-2.92,0.00,0.00,9.92
Vivid Electromech,,VIVIDEL,INE24H301028,Electrical Equipment,Other Electrical Equipment,610.50,542.59,26.79,0.28,63.94,,,,,,0.00,
Viyash Scientific,512529,VIYASH,INE807F01027,Pharmaceuticals & Biotechnology,Pharmaceuticals,204.85,8949.28,70.03,0.61,3.21,5.64,-20.72,61.41,8.62,0.00,0.00,11.00
VLS Finance,511333,VLSFINANCE,INE709A01018,Finance,Investment Company,233.00,731.12,12.95,0.00,1.70,67.35,3.33,56.38,10.62,0.00,0.63,0.30
Vodafone Idea,532822,IDEA,INE669E01016,Telecom - Services,Telecom - Cellular & Fixed line services,9.17,99350.64,,,,-0.62,6.41,25.57,-49.42,0.00,0.00,
Voith Paper,522122,,INE285C01015,Textiles & Apparels,Other Textile Products,1506.95,661.54,14.40,0.00,10.89,10.09,9.66,74.04,0.00,0.00,0.67,1.63
Volt.Transform.,532757,VOLTAMP,INE540H01012,Electrical Equipment,Heavy Electrical Equipment,9072.95,9179.21,25.90,0.00,21.68,17.64,29.72,30.00,-20.00,0.00,1.08,5.62
Voltas,500575,VOLTAS,INE226A01021,Consumer Durables,Household Appliances,1265.00,41856.87,80.73,0.28,13.47,15.01,8.60,30.30,0.00,0.00,0.56,6.54
VRL Logistics,539118,VRLLOG,INE366I01010,Transport Services,Logistics Solution Provider,256.45,4486.25,18.74,1.01,17.44,8.33,13.71,60.24,-3.93,0.00,2.96,4.10
VST Industries,509966,VSTIND,INE710A01016,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,222.85,3785.38,16.55,0.00,16.46,2.43,-6.96,32.16,0.00,0.00,4.50,2.95
VST Till. Tract.,531266,VSTTILLERS,INE764D01017,"Agricultural, Commercial & Construction Vehicles",Tractors,5246.30,4539.49,36.11,0.00,9.54,12.84,30.41,55.61,0.04,0.00,0.37,4.28
VTM,532893,,INE222F01029,Textiles & Apparels,Other Textile Products,83.00,834.72,36.92,0.12,15.29,16.50,34.07,75.00,0.00,0.00,1.02,2.70
W S Inds.,504220,WSI,INE100D01014,Construction,Civil Construction,75.81,575.10,,0.44,-10.58,308.55,11.29,51.59,-3.72,0.00,0.00,2.43
Waaree Energies,544277,WAAREEENER,INE377N01017,Electrical Equipment,Other Electrical Equipment,3197.90,91987.90,26.45,0.26,27.42,48.57,113.45,64.22,,0.00,0.06,8.00
Waaree Renewab.,534618,WAAREERTL,INE299N01021,Electrical Equipment,Other Electrical Equipment,895.00,9338.99,22.25,0.12,65.56,208.91,142.51,74.32,-0.19,0.00,0.11,14.22
Wakefit Innovati,544642,WAKEFIT,INE0E7301029,Consumer Durables,"Furniture, Home Furnishing",151.65,5003.95,,0.58,-8.20,,,37.39,,0.00,0.00,
Walchan. Inds.,507410,WALCHANNAG,INE711A01022,Industrial Manufacturing,Industrial Products,172.35,1169.24,,0.56,-25.26,-2.76,-19.34,31.59,-3.35,49.20,0.00,3.31
Wanbury,524212,WANBURY,INE107F01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,237.60,830.17,12.82,1.83,66.87,10.29,29.24,43.08,3.24,62.18,0.00,7.76
Wealth First Por,544536,WEALTH,INE658T01017,Finance,Other Financial Services,910.00,969.62,40.62,0.00,28.60,43.40,94.13,74.04,0.04,0.00,2.20,6.44
